step;plan_fact;plan_prj;plan_delta;vozv_fact;vozv_prj;prof_fact;prof_prj;prof_delta;ubound_plan;lbound_plan;ubound_prof;lbound_prof
501;-1.881;-4.549;0.176;-1.093;0.228;-1.615;-0.69;41.189;50.0;-50.0;70.0;10.0
502;-1.881;-4.615;0.181;0.363;0.244;-1.384;-0.69;41.106;50.0;-50.0;70.0;10.0
503;-1.881;-4.68;0.186;1.195;0.26;-1.442;-0.69;41.023;50.0;-50.0;70.0;10.0
504;-1.657;-4.746;0.19;2.235;0.276;-1.615;-0.69;40.94;50.0;-50.0;70.0;10.0
505;-1.657;-4.811;0.193;2.027;0.291;-1.788;-0.69;40.857;50.0;-50.0;70.0;10.0
506;-1.657;-4.877;0.196;0.363;0.307;-2.018;-0.69;40.774;50.0;-50.0;70.0;10.0
507;-1.657;-4.942;0.198;0.155;0.323;-2.307;-0.69;40.691;50.0;-50.0;70.0;10.0
508;-1.657;-5.008;0.199;0.155;0.338;-2.537;-0.69;40.608;50.0;-50.0;70.0;10.0
509;-1.881;-5.073;0.199;0.155;0.354;-2.884;-0.69;40.525;50.0;-50.0;70.0;10.0
510;-1.881;-5.139;0.199;-0.053;0.37;-2.999;-0.69;40.442;50.0;-50.0;70.0;10.0
511;-1.881;-5.204;0.199;-0.261;0.386;-3.403;-0.69;40.359;50.0;-50.0;70.0;10.0
512;-1.881;-5.27;0.198;0.363;0.401;-3.749;-0.69;40.276;50.0;-50.0;70.0;10.0
513;-2.106;-5.335;0.196;0.779;0.417;-3.576;-0.69;40.192;50.0;-50.0;70.0;10.0
514;-2.106;-5.401;0.193;0.987;0.433;-3.806;-0.69;40.108;50.0;-50.0;70.0;10.0
515;-2.106;-5.466;0.191;-0.677;0.449;-3.806;-0.69;40.025;50.0;-50.0;70.0;10.0
516;-2.106;-5.532;0.187;-0.885;0.464;-3.46;-0.69;39.94;50.0;-50.0;70.0;10.0
517;-1.881;-5.597;0.183;-0.677;0.48;-3.46;-0.69;39.856;50.0;-50.0;70.0;10.0
518;-2.33;-5.663;0.179;-0.053;0.496;-3.922;-0.69;39.771;50.0;-50.0;70.0;10.0
519;-2.33;-5.728;0.174;-0.261;0.512;-3.403;-0.69;39.686;50.0;-50.0;70.0;10.0
520;-2.33;-5.794;0.169;-0.469;0.527;-3.979;-0.69;39.601;50.0;-50.0;70.0;10.0
521;-2.33;-5.859;0.164;-2.758;0.543;-4.095;-0.69;39.516;50.0;-50.0;70.0;10.0
522;-3.004;-5.925;0.158;-3.382;0.559;-4.325;-0.69;39.43;50.0;-50.0;70.0;10.0
523;-4.35;-5.99;0.151;-2.134;0.574;-4.729;-0.69;39.343;50.0;-50.0;70.0;10.0
524;-3.901;-6.056;0.145;-1.718;0.59;-4.902;-0.69;39.256;50.0;-50.0;70.0;10.0
525;-3.452;-6.121;0.138;-2.134;0.606;-5.594;-0.69;39.169;50.0;-50.0;70.0;10.0
526;-3.452;-6.187;0.13;-3.59;0.622;-6.978;-0.69;39.082;50.0;-50.0;70.0;10.0
527;-3.228;-6.252;0.123;-4.006;0.637;-6.344;-0.69;38.993;50.0;-50.0;70.0;10.0
528;-3.228;-6.318;0.115;-3.59;0.653;-5.594;-0.69;38.905;50.0;-50.0;70.0;10.0
529;-3.228;-6.383;0.107;-4.214;0.669;-5.479;-0.69;38.815;50.0;-50.0;70.0;10.0
530;-3.228;-6.449;0.098;-2.342;0.685;-4.037;-0.69;38.726;50.0;-50.0;70.0;10.0
531;-3.228;-6.514;0.089;-2.134;0.7;-2.884;-0.69;38.635;50.0;-50.0;70.0;10.0
532;-3.228;-6.579;0.081;-2.134;0.716;-2.537;-0.69;38.544;50.0;-50.0;70.0;10.0
533;-3.452;-6.645;0.072;-1.718;0.732;-1.269;-0.69;38.453;50.0;-50.0;70.0;10.0
534;-3.452;-6.71;0.063;-1.926;0.748;-0.577;-0.69;38.36;50.0;-50.0;70.0;10.0
535;-3.452;-6.776;0.053;-1.926;0.763;0.346;-0.69;38.267;50.0;-50.0;70.0;10.0
536;-3.452;-6.841;0.044;-2.966;0.779;0.519;-0.69;38.174;50.0;-50.0;70.0;10.0
537;-3.677;-6.907;0.034;-4.006;0.795;0.865;-0.69;38.079;50.0;-50.0;70.0;10.0
538;-3.677;-6.972;0.025;-4.214;0.81;0.807;-0.69;37.984;50.0;-50.0;70.0;10.0
539;-3.901;-7.038;0.015;-4.214;0.826;0.865;-0.69;37.888;50.0;-50.0;70.0;10.0
540;-3.901;-7.103;0.005;-3.382;0.842;1.153;-0.69;37.792;50.0;-50.0;70.0;10.0
541;-4.126;-7.301;-0.004;-1.301;0.869;1.384;-0.69;37.694;50.0;-50.0;70.0;10.0
542;-4.35;-7.654;-0.014;1.195;0.908;1.845;-0.69;37.596;50.0;-50.0;70.0;10.0
543;-4.574;-8.007;-0.024;0.363;0.947;2.191;-0.69;37.497;50.0;-50.0;70.0;10.0
544;-4.574;-8.36;-0.033;-1.926;0.987;2.307;-0.69;37.397;50.0;-50.0;70.0;10.0
545;-4.574;-8.713;-0.043;-2.342;1.026;2.364;-0.69;37.296;50.0;-50.0;70.0;10.0
546;-4.799;-9.066;-0.052;-1.093;1.065;2.537;-0.69;37.195;50.0;-50.0;70.0;10.0
547;-4.799;-9.419;-0.06;-0.885;1.105;2.537;-0.69;37.094;50.0;-50.0;70.0;10.0
548;-4.799;-9.772;-0.068;-0.677;1.144;2.653;-0.69;36.992;50.0;-50.0;70.0;10.0
549;-5.023;-10.125;-0.076;-0.677;1.183;2.71;-0.69;36.89;50.0;-50.0;70.0;10.0
550;-5.248;-10.478;-0.083;0.987;1.223;2.653;-0.69;36.787;50.0;-50.0;70.0;10.0
551;-5.472;-10.831;-0.09;1.195;1.262;2.364;-0.69;36.684;50.0;-50.0;70.0;10.0
552;-5.921;-11.184;-0.096;-2.342;1.301;1.615;-0.69;36.581;50.0;-50.0;70.0;10.0
553;-5.921;-11.537;-0.101;-2.966;1.341;1.096;-0.69;36.477;50.0;-50.0;70.0;10.0
554;-6.145;-11.89;-0.105;-2.966;1.38;0.461;-0.69;36.374;50.0;-50.0;70.0;10.0
555;-6.37;-12.243;-0.109;-1.51;1.419;-0.115;-0.69;36.27;50.0;-50.0;70.0;10.0
556;-6.819;-12.596;-0.111;1.195;1.459;-0.346;-0.69;36.167;50.0;-50.0;70.0;10.0
557;-7.043;-12.949;-0.112;2.027;1.498;-0.577;-0.69;36.063;50.0;-50.0;70.0;10.0
558;-8.165;-13.302;-0.113;1.195;1.537;-0.577;-0.69;35.96;50.0;-50.0;70.0;10.0
559;-8.39;-13.655;-0.112;-4.838;1.577;-0.634;-0.69;35.856;50.0;-50.0;70.0;10.0
560;-8.165;-14.008;-0.11;-6.71;1.616;-0.634;-0.69;35.754;50.0;-50.0;70.0;10.0
561;-8.165;-14.361;-0.106;-11.495;1.655;-0.173;-0.69;35.651;50.0;-50.0;70.0;10.0
562;-7.941;-14.714;-0.101;-1.926;1.695;0.288;-0.69;35.549;50.0;-50.0;70.0;10.0
563;-7.941;-15.067;-0.095;1.403;1.734;0.231;-0.69;35.447;50.0;-50.0;70.0;10.0
564;-7.043;-15.42;-0.088;4.94;1.773;2.191;-0.69;35.345;50.0;-50.0;70.0;10.0
565;-6.594;-15.773;-0.078;5.356;1.813;3.287;-0.69;35.244;50.0;-50.0;70.0;10.0
566;-7.043;-16.126;-0.067;3.9;1.852;1.903;-0.69;35.144;50.0;-50.0;70.0;10.0
567;-7.267;-16.479;-0.055;3.275;1.891;2.134;-0.69;35.044;50.0;-50.0;70.0;10.0
568;-7.492;-16.832;-0.04;0.987;1.931;2.249;-0.69;34.945;50.0;-50.0;70.0;10.0
569;-7.716;-17.185;-0.024;2.027;1.97;1.961;-0.69;34.847;50.0;-50.0;70.0;10.0
570;-7.941;-17.538;-0.006;2.651;2.009;1.788;-0.69;34.75;50.0;-50.0;70.0;10.0
571;-8.165;-17.891;0.014;2.443;2.049;1.903;-0.69;34.653;50.0;-50.0;70.0;10.0
572;-7.941;-18.244;0.037;2.235;2.088;1.615;-0.69;34.558;50.0;-50.0;70.0;10.0
573;-8.39;-18.597;0.061;0.987;2.127;1.211;-0.69;34.463;50.0;-50.0;70.0;10.0
574;-8.614;-18.95;0.087;0.363;2.167;1.096;-0.69;34.369;50.0;-50.0;70.0;10.0
575;-9.512;-19.303;0.116;-0.261;2.206;-0.404;-0.69;34.277;50.0;-50.0;70.0;10.0
576;-9.736;-19.656;0.147;2.027;2.245;-1.269;-0.69;34.186;50.0;-50.0;70.0;10.0
577;-10.185;-20.009;0.181;0.571;2.285;-1.788;-0.69;34.096;50.0;-50.0;70.0;10.0
578;-10.634;-20.362;0.217;2.651;2.324;-1.442;-0.69;34.007;50.0;-50.0;70.0;10.0
579;-11.307;-20.715;0.255;0.155;2.363;1.557;-0.69;33.919;50.0;-50.0;70.0;10.0
580;-11.868;-21.068;0.296;-0.885;2.403;0.49;-0.69;33.833;50.0;-50.0;70.0;10.0
581;-12.653;-21.421;0.34;-1.926;2.442;1.557;-0.69;33.749;50.0;-50.0;70.0;10.0
582;-13.551;-21.774;0.386;-2.758;2.481;1.557;-0.69;33.666;50.0;-50.0;70.0;10.0
583;-13.776;-22.127;0.435;-2.758;2.521;1.499;-0.69;33.584;50.0;-50.0;70.0;10.0
584;-14.0;-22.48;0.487;-2.55;2.56;1.499;-0.69;33.504;50.0;-50.0;70.0;10.0
585;-14.224;-22.833;0.542;-1.093;2.599;1.788;-0.69;33.426;50.0;-50.0;70.0;10.0
586;-14.673;-23.186;0.6;0.155;2.639;1.845;-0.69;33.35;50.0;-50.0;70.0;10.0
587;-15.122;-23.539;0.661;1.819;2.678;0.923;-0.69;33.275;50.0;-50.0;70.0;10.0
588;-16.244;-23.892;0.725;0.571;2.717;1.153;-0.69;33.203;50.0;-50.0;70.0;10.0
589;-16.693;-24.245;0.793;-5.462;2.757;1.557;-0.69;33.132;50.0;-50.0;70.0;10.0
590;-17.591;-24.598;0.863;-13.576;2.796;1.269;-0.69;33.063;50.0;-50.0;70.0;10.0
591;-18.04;-24.951;0.937;-8.583;2.835;0.98;-0.69;32.996;50.0;-50.0;70.0;10.0
592;-18.04;-25.304;1.014;-4.214;2.875;1.096;-0.69;32.931;50.0;-50.0;70.0;10.0
593;-18.264;-25.657;1.095;0.987;2.914;0.865;-0.69;32.869;50.0;-50.0;70.0;10.0
594;-18.264;-26.01;1.18;2.651;2.953;0.75;-0.69;32.808;50.0;-50.0;70.0;10.0
595;-18.264;-26.363;1.268;2.235;2.993;0.519;-0.69;32.75;50.0;-50.0;70.0;10.0
596;-18.264;-26.716;1.359;1.403;3.032;0.865;-0.69;32.695;50.0;-50.0;70.0;10.0
597;-18.264;-27.069;1.454;0.155;3.071;0.577;-0.69;32.641;50.0;-50.0;70.0;10.0
598;-18.264;-27.421;1.553;0.155;3.111;0.923;-0.69;32.59;50.0;-50.0;70.0;10.0
599;-18.376;-27.774;1.655;-0.469;3.15;1.096;-0.69;32.541;50.0;-50.0;70.0;10.0
600;-18.488;-28.127;1.761;-2.966;3.189;1.269;-0.69;32.494;50.0;-50.0;70.0;10.0
601;-18.488;-28.48;1.869;-2.966;3.229;1.211;-0.69;32.449;50.0;-50.0;70.0;10.0
602;-18.713;-28.833;1.982;-2.758;3.268;0.923;-0.69;32.406;50.0;-50.0;70.0;10.0
603;-18.937;-29.186;2.097;-4.838;3.307;0.634;-0.69;32.365;50.0;-50.0;70.0;10.0
604;-19.162;-29.539;2.216;-4.214;3.347;0.692;-0.69;32.325;50.0;-50.0;70.0;10.0
605;-19.386;-29.892;2.337;-3.174;3.386;0.98;-0.69;32.288;50.0;-50.0;70.0;10.0
606;-19.61;-30.245;2.462;-2.966;3.425;0.288;-0.69;32.253;50.0;-50.0;70.0;10.0
607;-20.508;-30.598;2.59;-3.174;3.465;0.288;-0.69;32.219;50.0;-50.0;70.0;10.0
608;-22.303;-30.951;2.721;-1.718;3.504;0.0;-0.69;32.188;50.0;-50.0;70.0;10.0
609;-22.303;-31.304;2.855;-2.758;3.543;0.231;-0.69;32.158;50.0;-50.0;70.0;10.0
610;-22.303;-31.657;2.992;-4.006;3.583;0.519;-0.69;32.129;50.0;-50.0;70.0;10.0
611;-22.528;-32.01;3.131;-3.174;3.622;0.288;-0.69;32.102;50.0;-50.0;70.0;10.0
612;-23.201;-32.363;3.274;-3.382;3.661;0.519;-0.69;32.077;50.0;-50.0;70.0;10.0
613;-23.874;-32.716;3.419;-4.214;3.701;1.384;-0.69;32.053;50.0;-50.0;70.0;10.0
614;-24.548;-33.069;3.566;-5.046;3.74;1.672;-0.69;32.031;50.0;-50.0;70.0;10.0
615;-25.894;-33.422;3.717;-12.536;3.779;1.903;-0.69;32.011;50.0;-50.0;70.0;10.0
616;-25.67;-33.775;3.869;-10.247;3.819;2.018;-0.69;31.991;50.0;-50.0;70.0;10.0
617;-26.119;-34.128;4.025;-4.838;3.858;1.499;-0.69;31.973;50.0;-50.0;70.0;10.0
618;-26.343;-34.481;4.183;0.571;3.897;1.442;-0.69;31.957;50.0;-50.0;70.0;10.0
619;-26.567;-34.834;4.343;1.611;3.937;1.442;-0.69;31.941;50.0;-50.0;70.0;10.0
620;-26.792;-35.187;4.505;1.819;3.976;1.557;-0.69;31.927;50.0;-50.0;70.0;10.0
621;-27.016;-35.54;4.67;1.195;4.015;1.557;-0.69;31.914;50.0;-50.0;70.0;10.0
622;-26.792;-35.893;4.837;0.571;4.055;1.615;-0.69;31.902;50.0;-50.0;70.0;10.0
623;-27.016;-36.246;5.007;-0.469;4.094;1.499;-0.69;31.891;50.0;-50.0;70.0;10.0
624;-27.241;-36.599;5.178;-0.469;4.133;1.269;-0.69;31.882;50.0;-50.0;70.0;10.0
625;-27.241;-36.952;5.352;-0.677;4.173;1.326;-0.69;31.873;50.0;-50.0;70.0;10.0
626;-27.241;-37.305;5.527;-2.134;4.212;1.384;-0.69;31.865;50.0;-50.0;70.0;10.0
627;-27.689;-37.658;5.705;-2.758;4.251;1.153;-0.69;31.858;50.0;-50.0;70.0;10.0
628;-27.689;-38.011;5.884;-3.382;4.291;0.98;-0.69;31.852;50.0;-50.0;70.0;10.0
629;-27.689;-38.364;6.066;-3.59;4.33;0.98;-0.69;31.847;50.0;-50.0;70.0;10.0
630;-27.689;-38.717;6.249;-4.006;4.369;0.634;-0.69;31.843;50.0;-50.0;70.0;10.0
631;-27.689;-39.07;6.434;-3.59;4.409;0.461;-0.69;31.839;50.0;-50.0;70.0;10.0
632;-27.689;-39.423;6.62;-3.174;4.448;0.115;-0.69;31.836;50.0;-50.0;70.0;10.0
633;-27.689;-39.776;6.809;-3.174;4.487;0.173;-0.69;31.834;50.0;-50.0;70.0;10.0
634;-27.914;-40.129;6.999;-4.006;4.527;-0.058;-0.69;31.832;50.0;-50.0;70.0;10.0
635;-27.914;-40.482;7.19;-4.422;4.566;-0.519;-0.69;31.831;50.0;-50.0;70.0;10.0
636;-28.138;-40.835;7.383;-4.214;4.605;-0.634;-0.69;31.83;50.0;-50.0;70.0;10.0
637;-28.812;-41.188;7.577;-3.174;4.645;-1.038;-0.69;31.83;50.0;-50.0;70.0;10.0
638;-29.934;-41.541;7.773;-4.006;4.684;-1.326;-0.69;31.83;50.0;-50.0;70.0;10.0
639;-30.382;-41.894;7.97;-4.214;4.723;-1.384;-0.69;31.831;50.0;-50.0;70.0;10.0
640;-30.382;-42.247;8.169;-5.046;4.763;-1.557;-0.69;31.832;50.0;-50.0;70.0;10.0
641;-30.382;-42.6;8.368;-5.67;4.802;-2.018;-0.69;31.833;50.0;-50.0;70.0;10.0
642;-30.607;-42.953;8.569;-5.462;4.841;-2.134;-0.69;31.835;50.0;-50.0;70.0;10.0
643;-31.056;-43.306;8.771;-3.798;4.881;-2.249;-0.69;31.836;50.0;-50.0;70.0;10.0
644;-31.28;-43.659;8.974;-2.966;4.92;-1.961;-0.69;31.838;50.0;-50.0;70.0;10.0
645;-31.505;-44.012;9.178;-4.838;4.959;-1.442;-0.69;31.84;50.0;-50.0;70.0;10.0
646;-31.953;-44.365;9.383;-2.758;4.999;-0.923;-0.69;31.842;50.0;-50.0;70.0;10.0
647;-31.953;-44.718;9.589;-4.006;5.038;0.807;-0.69;31.844;50.0;-50.0;70.0;10.0
648;-31.953;-45.071;9.796;-2.966;5.077;-0.288;-0.69;31.846;50.0;-50.0;70.0;10.0
649;-32.178;-45.424;10.004;-1.926;5.117;-0.519;-0.69;31.848;50.0;-50.0;70.0;10.0
650;-33.076;-45.777;10.212;-9.207;5.156;-0.173;-0.69;31.85;50.0;-50.0;70.0;10.0
651;-33.524;-46.13;10.421;-12.744;5.195;-0.346;-0.69;31.852;50.0;-50.0;70.0;10.0
652;-35.32;-46.483;10.631;-11.495;5.235;0.058;-0.69;31.854;50.0;-50.0;70.0;10.0
653;-35.769;-46.836;10.842;-2.758;5.274;0.231;-0.69;31.855;50.0;-50.0;70.0;10.0
654;-35.993;-47.189;11.053;0.987;5.313;-0.173;-0.69;31.857;50.0;-50.0;70.0;10.0
655;-36.217;-47.542;11.265;1.195;5.353;0.058;-0.69;31.858;50.0;-50.0;70.0;10.0
656;-36.217;-47.895;11.478;0.987;5.392;1.096;-0.69;31.859;50.0;-50.0;70.0;10.0
657;-36.442;-48.248;11.692;-0.885;5.431;0.519;-0.69;31.86;50.0;-50.0;70.0;10.0
658;-36.891;-48.601;11.906;-2.342;5.471;1.211;-0.69;31.861;50.0;-50.0;70.0;10.0
659;-37.339;-48.954;12.122;-2.758;5.51;1.153;-0.69;31.861;50.0;-50.0;70.0;10.0
660;-40.032;-49.307;12.337;-2.342;5.549;0.577;-0.69;31.861;50.0;-50.0;70.0;10.0
661;-40.481;-49.66;12.554;-3.174;5.589;0.634;-0.69;31.861;50.0;-50.0;70.0;10.0
662;-40.032;-50.013;12.771;-3.174;5.628;0.231;-0.69;31.861;50.0;-50.0;70.0;10.0
663;-40.032;-50.366;12.989;-4.838;5.667;-1.326;-0.69;31.861;50.0;-50.0;70.0;10.0
664;-40.257;-50.719;13.208;-6.71;5.707;-1.903;-0.69;31.86;50.0;-50.0;70.0;10.0
665;-40.257;-51.072;13.428;-6.502;5.746;-1.499;-0.69;31.859;50.0;-50.0;70.0;10.0
666;-40.257;-51.425;13.648;-4.214;5.785;-2.768;-0.69;31.857;50.0;-50.0;70.0;10.0
667;-40.481;-51.778;13.869;-4.63;5.825;-1.788;-0.69;31.856;50.0;-50.0;70.0;10.0
668;-40.481;-52.131;14.09;-6.919;5.864;-2.249;-0.69;31.854;50.0;-50.0;70.0;10.0
669;-40.257;-52.484;14.313;-9.623;5.903;-2.653;-0.69;31.851;50.0;-50.0;70.0;10.0
670;-40.481;-52.837;14.536;-10.663;5.943;-2.595;-0.69;31.848;50.0;-50.0;70.0;10.0
671;-40.706;-53.19;14.759;-16.904;5.982;-2.307;-0.69;31.845;50.0;-50.0;70.0;10.0
672;-40.706;-53.543;14.983;-19.193;6.021;-2.48;-0.69;31.842;50.0;-50.0;70.0;10.0
673;-40.93;-53.896;15.208;-17.945;6.061;-1.442;-0.69;31.838;50.0;-50.0;70.0;10.0
674;-41.379;-54.249;15.434;-6.919;6.1;-1.096;-0.69;31.834;50.0;-50.0;70.0;10.0
675;-41.828;-54.602;15.66;-2.55;6.139;-0.98;-0.69;31.829;50.0;-50.0;70.0;10.0
676;-41.828;-54.955;15.887;-1.093;6.179;-0.577;-0.69;31.824;50.0;-50.0;70.0;10.0
677;-42.052;-55.308;16.115;-3.174;6.218;-0.058;-0.69;31.818;50.0;-50.0;70.0;10.0
678;-42.501;-55.661;16.343;-6.919;6.257;0.0;-0.69;31.812;50.0;-50.0;70.0;10.0
679;-42.725;-56.014;16.572;-11.079;6.297;0.0;-0.69;31.806;50.0;-50.0;70.0;10.0
680;-42.95;-56.367;16.802;-9.831;6.336;0.288;-0.69;31.799;50.0;-50.0;70.0;10.0
681;-43.399;-56.72;17.032;-6.294;6.375;0.461;-0.69;31.791;50.0;-50.0;70.0;10.0
682;-44.745;-57.073;17.263;-5.462;6.415;0.519;-0.69;31.783;50.0;-50.0;70.0;10.0
683;-46.092;-57.426;17.494;-6.71;6.454;-0.058;-0.69;31.775;50.0;-50.0;70.0;10.0
684;-46.316;-57.779;17.726;-6.919;6.493;-0.058;-0.69;31.766;50.0;-50.0;70.0;10.0
685;-46.765;-58.132;17.959;-8.167;6.533;-0.173;-0.69;31.756;50.0;-50.0;70.0;10.0
686;-46.989;-58.485;18.192;-7.959;6.572;-0.461;-0.69;31.746;50.0;-50.0;70.0;10.0
687;-47.214;-58.838;18.426;-8.167;6.611;-0.461;-0.69;31.735;50.0;-50.0;70.0;10.0
688;-47.214;-59.191;18.66;-8.167;6.651;-0.807;-0.69;31.724;50.0;-50.0;70.0;10.0
689;-47.214;-59.544;18.896;-8.583;6.69;-0.98;-0.69;31.712;50.0;-50.0;70.0;10.0
690;-47.438;-59.897;19.131;-8.999;6.729;-1.096;-0.69;31.7;50.0;-50.0;70.0;10.0
691;-47.438;-60.25;19.368;-7.335;6.769;-0.807;-0.69;31.687;50.0;-50.0;70.0;10.0
692;-47.438;-60.603;19.604;-6.919;6.808;-0.75;-0.69;31.673;50.0;-50.0;70.0;10.0
693;-47.438;-60.956;19.842;-6.919;6.847;-0.404;-0.69;31.658;50.0;-50.0;70.0;10.0
694;-47.438;-61.309;20.08;-7.751;6.887;-0.231;-0.69;31.643;50.0;-50.0;70.0;10.0
695;-47.214;-61.662;20.319;-7.959;6.926;-0.058;-0.69;31.628;50.0;-50.0;70.0;10.0
696;-47.214;-62.015;20.558;-7.959;6.965;-0.058;-0.69;31.611;50.0;-50.0;70.0;10.0
697;-47.214;-62.368;20.798;-7.959;7.005;-0.404;-0.69;31.594;50.0;-50.0;70.0;10.0
698;-47.214;-62.721;21.038;-8.583;7.044;-0.519;-0.69;31.576;50.0;-50.0;70.0;10.0
699;-47.214;-63.074;21.279;-9.207;7.083;-0.98;-0.69;31.557;50.0;-50.0;70.0;10.0
700;-47.214;-63.427;21.52;-8.583;7.123;-0.923;-0.69;31.538;50.0;-50.0;70.0;10.0
701;-47.214;-63.78;21.762;-7.127;7.162;-0.75;-0.69;31.518;50.0;-50.0;70.0;10.0
702;-46.765;-64.133;22.005;-7.751;7.201;-0.692;-0.69;31.497;50.0;-50.0;70.0;10.0
703;-47.214;-64.486;22.248;-7.751;7.241;-1.096;-0.69;31.475;50.0;-50.0;70.0;10.0
704;-47.438;-64.839;22.491;-7.751;7.28;-1.096;-0.69;31.453;50.0;-50.0;70.0;10.0
705;-47.663;-65.192;22.735;-8.375;7.319;-1.211;-0.69;31.43;50.0;-50.0;70.0;10.0
706;-47.887;-65.545;22.98;-8.999;7.359;-0.923;-0.69;31.406;50.0;-50.0;70.0;10.0
707;-48.336;-65.898;23.225;-9.623;7.398;-0.461;-0.69;31.382;50.0;-50.0;70.0;10.0
708;-48.785;-66.251;23.471;-10.455;7.437;-0.461;-0.69;31.357;50.0;-50.0;70.0;10.0
709;-49.907;-66.604;23.718;-10.247;7.477;-0.058;-0.69;31.332;50.0;-50.0;70.0;10.0
710;-50.58;-66.957;23.965;-8.375;7.516;0.288;-0.69;31.307;50.0;-50.0;70.0;10.0
711;-51.253;-67.31;24.212;-13.992;7.555;0.288;-0.69;31.281;50.0;-50.0;70.0;10.0
712;-53.049;-67.663;24.461;-21.273;7.595;0.577;-0.69;31.255;50.0;-50.0;70.0;10.0
713;-53.722;-68.016;24.71;-17.32;7.634;0.98;-0.69;31.229;50.0;-50.0;70.0;10.0
714;-53.498;-68.369;24.959;-10.663;7.673;0.75;-0.69;31.203;50.0;-50.0;70.0;10.0
715;-53.722;-68.722;25.209;-1.51;7.713;-0.346;-0.69;31.177;50.0;-50.0;70.0;10.0
716;-54.171;-69.075;25.46;2.027;7.752;-0.923;-0.69;31.152;50.0;-50.0;70.0;10.0
717;-54.844;-69.428;25.712;-4.838;7.791;-2.364;-0.69;31.126;50.0;-50.0;70.0;10.0
718;-55.068;-69.781;25.964;-6.086;7.831;-2.364;-0.69;31.101;50.0;-50.0;70.0;10.0
719;-55.293;-70.134;26.217;-8.583;7.87;-3.23;-0.69;31.076;50.0;-50.0;70.0;10.0
720;-55.517;-70.487;26.471;-7.959;7.909;-1.672;-0.69;31.051;50.0;-50.0;70.0;10.0
721;-55.517;-70.84;26.725;-7.543;7.949;-1.845;-0.69;31.027;50.0;-50.0;70.0;10.0
722;-55.742;-71.193;26.98;-8.583;7.988;-2.249;-0.69;31.004;50.0;-50.0;70.0;10.0
723;-55.966;-71.546;27.236;-10.039;8.027;-1.615;-0.69;30.981;50.0;-50.0;70.0;10.0
724;-56.191;-71.899;27.492;-11.079;8.067;-1.442;-0.69;30.959;50.0;-50.0;70.0;10.0
725;-56.415;-72.252;27.75;-11.495;8.106;-1.442;-0.69;30.937;50.0;-50.0;70.0;10.0
726;-56.191;-72.605;28.008;-9.623;8.145;0.0;-0.69;30.917;50.0;-50.0;70.0;10.0
727;-56.639;-72.958;28.267;-10.247;8.185;-0.404;-0.69;30.898;50.0;-50.0;70.0;10.0
728;-56.864;-73.31;28.526;-10.247;8.224;-0.288;-0.69;30.879;50.0;-50.0;70.0;10.0
729;-57.313;-73.663;28.787;-11.287;8.263;0.058;-0.69;30.862;50.0;-50.0;70.0;10.0
730;-57.537;-74.016;29.048;-12.952;8.303;0.231;-0.69;30.845;50.0;-50.0;70.0;10.0
731;-57.761;-74.369;29.31;-13.784;8.342;0.058;-0.69;30.831;50.0;-50.0;70.0;10.0
732;-58.21;-74.722;29.573;-13.784;8.381;0.288;-0.69;30.817;50.0;-50.0;70.0;10.0
733;-58.21;-75.075;29.837;-13.992;8.421;0.231;-0.69;30.805;50.0;-50.0;70.0;10.0
734;-58.21;-75.428;30.102;-14.2;8.46;0.115;-0.69;30.794;50.0;-50.0;70.0;10.0
735;-58.659;-75.781;30.367;-12.536;8.499;0.231;-0.69;30.785;50.0;-50.0;70.0;10.0
736;-58.884;-76.134;30.634;-11.703;8.539;0.577;-0.69;30.777;50.0;-50.0;70.0;10.0
737;-58.884;-76.487;30.901;-12.744;8.578;0.404;-0.69;30.771;50.0;-50.0;70.0;10.0
738;-59.108;-76.84;31.169;-13.368;8.617;0.692;-0.69;30.767;50.0;-50.0;70.0;10.0
739;-59.332;-77.193;31.438;-11.079;8.657;1.326;-0.69;30.765;50.0;-50.0;70.0;10.0
740;-59.781;-77.546;31.708;-9.415;8.696;1.672;-0.69;30.764;50.0;-50.0;70.0;10.0
741;-59.781;-77.899;31.979;-6.502;8.735;1.903;-0.69;30.766;50.0;-50.0;70.0;10.0
742;-59.332;-78.252;32.251;-12.328;8.775;1.961;-0.69;30.77;50.0;-50.0;70.0;10.0
743;-57.761;-78.605;32.524;-13.992;8.814;2.653;-0.69;30.775;50.0;-50.0;70.0;10.0
744;-60.903;-78.958;32.797;-14.824;8.853;2.191;-0.69;30.783;50.0;-50.0;70.0;10.0
745;-60.679;-79.311;33.072;-12.952;8.893;2.134;-0.69;30.794;50.0;-50.0;70.0;10.0
746;-61.577;-79.664;33.348;-13.784;8.932;2.076;-0.69;30.806;50.0;-50.0;70.0;10.0
747;-61.352;-80.017;33.625;-16.904;8.971;1.961;-0.69;30.821;50.0;-50.0;70.0;10.0
748;-62.025;-80.37;33.902;-24.394;9.011;1.961;-0.69;30.839;50.0;-50.0;70.0;10.0
749;-62.25;-80.723;34.181;-21.273;9.05;2.249;-0.69;30.859;50.0;-50.0;70.0;10.0
750;-62.474;-81.076;34.461;-12.744;9.089;1.788;-0.69;30.882;50.0;-50.0;70.0;10.0
751;-62.699;-81.429;34.742;-2.55;9.129;1.557;-0.69;30.908;50.0;-50.0;70.0;10.0
